
company_name,crawled_date,job_description,job_title,job_url,posted_date
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': [], 'Требования': ['1. Среднее профессиональное образование по профилю подготовки «Автоматизированные системы и технологии», «Слесарь по контрольно-измерительным приборам и автоматике» или «Вычислительная техника»;', '2. Необходимые профессиональные знания и навыки выполнения работ;', '3. Навыки работы с вычислительной техникой.']}",Слесарь по контрольно-измерительным приборам и автоматике Краснотурьинского ЛПУМГ,https://www.gazpromvacancy.ru/job/slesar-po-kontrolno-izmeritelnym-priboram-i-avtoma-5/, 8 октября 2018 года
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': ['1. Руководство и координация деятельности специалистов службы автоматизации и метрологического обеспечения, организация их взаимодействия и взаимозаменяемости, обеспечение рационального распределения обязанностей между работниками службы;\r', '2. Разработка и контроль выполнения перспективных, годовых и текущих планов работ службы;\r', '3. Обеспечение работникам здоровых и безопасных условий труда,  контроль\xa0соблюдения требований законодательных и правовых актов по охране труда;\r', '4. Разработка и корректировка внутренних организационно-распорядительных документов и своевременное внесение изменений и дополнений;\r', '5. Руководство работой всего подчиненного персонала службы, контроль правильности и своевременности выполнения профилактических и ремонтных работ в соответствии с утвержденными графиками, обеспечение надежной и бесперебойной работу средств автоматики и вычислительной техники;\r', '6. Составление графиков планово-предупредительных ремонтов, технического обслуживания аппаратуры и систем автоматики, комплексов средств АСУ и телемеханики, средств измерения;\r', '7. Составление планов по автоматизации новых технологических установок и объектов, модернизации автоматики на действующих установках и объектах, внедрению вычислительной техники;\r', '8. Ежедневная проверка оперативных записей в журналах отказов основного и вспомогательного оборудования, контроль\xa0своевременного\xa0устранения отказов и неисправностей;\r', '9. Участие в составлении перспективных и годовых планов  автоматизации производственных процессов и планов повышении эффективности производства, в разработке предложений по реконструкции и технического перевооружения предприятия, по улучшению метрологического обеспечения производства;\r', '10. Организация работы по монтажу, наладке, испытаниям и вводу в эксплуатацию средств и систем автоматизации, локальных вычислительных сетей на базе ПЭВМ, контроль за своевременным и правильным выполнением работ;\r', '11. Обеспечение правильного использования средств, выделенных на проведение работ по капитальному ремонту и наладке средств автоматики, вести строгий учет выделенных средств;\r', '12. Организация по составлению заявок на необходимое оборудование,', ' материалы;\r', '13. Обеспечение ведения учета и составления отчетности о выполненных', ' службой работах;\r', '14. Организация, руководство и контроль\xa0полноты и качества метрологического обеспечения предприятия, своевременной аттестации средств измерения;\r', '15. Осуществление технического надзора состояния средств автоматизации и компьютеризации, вновь строящихся объектов, которые в дальнейшем будут переданы на обслуживание, участие в пусконаладочных работах и подготовке кадров для этих объектов.'], 'Требования': ['1. Высшее профессиональное (техническое) образование в области автоматизации и метрологии;\r', '2. Стаж работы по конструкторской или технологической подготовке производства на инженерно – технических и руководящих должностях не менее 5 лет.']}",Начальник службы автоматизации и метрологического обеспечения Карпинского ЛПУМГ,https://www.gazpromvacancy.ru/job/nachalnik-sluzhby-avtomatizacii-i-metrologicheskogo-ob/, 8 октября 2018 года
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': ['1. Работы по техническому обслуживанию и ремонту средств измерений, автоматических систем управления технологическими процессами (АСУ ТП);', '2. Калибровка средств измерений и измерительных каналов физических величин;', '3. Выявление и устранение отказов: в блоках\xa0 и модулях АСУ ТП (составная часть), АСУ ТП в целом; в средствах измерений физических величин;', '4. Наладка и комплексное опробование АСУ ТП, выполненной на базе программируемых логических контроллеров (ПЛК);', '5.\xa0Выполнения электромонтажных и паяльных работ;', '6. Выполнение работ повышенной опасности: газоопасные работы, огневые работы, работы на высоте;', '7. Выполнение работ в действующих электроустановках;', '8. Осуществление\xa0слесарной\xa0обработки деталей по 7-10 квалитетам и сборка зубчатых и червячных зацеплений.'], 'Требования': ['1. Среднее профессиональное образование по профилю подготовки «Автоматизированные системы и технологии», «Слесарь по контрольно-измерительным приборам и автоматике» или «Вычислительная техника»;', '2. Необходимые профессиональные знания и навыки выполнения работ;', '3. Навыки работы с вычислительной техникой.']}",Слесарь по контрольно-измерительным приборам и автоматике Нижнетуринского ЛПУМГ,https://www.gazpromvacancy.ru/job/slesar-po-kontrolno-izmeritelnym-priboram-i-avtoma-6/, 8 октября 2018 года
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': ['1. Работы по техническому обслуживанию и ремонту средств измерений, автоматических систем управления технологическими процессами (АСУ ТП);', '2. Калибровка средств измерений и измерительных каналов физических величин;', '3. Выявление и устранение отказов: в блоках\xa0 и модулях АСУ ТП (составная часть), АСУ ТП в целом; в средствах измерений физических величин;', '4. Наладка и комплексное опробование АСУ ТП, выполненной на базе программируемых логических контроллеров (ПЛК);', '5.\xa0Выполнения электромонтажных и паяльных работ;', '6. Выполнение работ повышенной опасности: газоопасные работы, огневые работы, работы на высоте;', '7. Выполнение работ в действующих электроустановках;', '8. Осуществление\xa0слесарной\xa0обработки деталей по 7-10 квалитетам и сборка зубчатых и червячных зацеплений.'], 'Требования': ['1. Среднее профессиональное образование по профилю подготовки «Автоматизированные системы и технологии», «Слесарь по контрольно-измерительным приборам и автоматике» или «Вычислительная техника»;', '2. Необходимые профессиональные знания и навыки выполнения работ;', '3. Навыки работы с вычислительной техникой.']}",Слесарь по контрольно-измерительным приборам и автоматике Карпинского ЛПУМГ,https://www.gazpromvacancy.ru/job/slesar-po-kontrolno-izmeritelnym-priboram-i-avtoma-7/, 8 октября 2018 года
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': ['1. Работы по техническому обслуживанию и ремонту средств измерений, автоматических систем управления технологическими процессами (АСУ ТП);', '2. Калибровка средств измерений и измерительных каналов физических величин;', '3. Выявление и устранение отказов: в блоках\xa0 и модулях АСУ ТП (составная часть), АСУ ТП в целом; в средствах измерений физических величин;', '4. Наладка и комплексное опробование АСУ ТП, выполненной на базе программируемых логических контроллеров (ПЛК);', '5.\xa0Выполнения электромонтажных и паяльных работ;', '6. Выполнение работ повышенной опасности: газоопасные работы, огневые работы, работы на высоте;', '7. Выполнение работ в действующих электроустановках;', '8. Осуществление\xa0слесарной\xa0обработки деталей по 7-10 квалитетам и сборка зубчатых и червячных зацеплений.'], 'Требования': ['1. Среднее профессиональное образование по профилю подготовки «Автоматизированные системы и технологии», «Слесарь по контрольно-измерительным приборам и автоматике» или «Вычислительная техника»;', '2. Необходимые профессиональные знания и навыки выполнения работ;', '3. Навыки работы с вычислительной техникой.']}",Слесарь по контрольно-измерительным приборам и автоматике Пангодинского ЛПУМГ,https://www.gazpromvacancy.ru/job/slesar-po-kontrolno-izmeritelnym-priboram-i-avtoma-8/, 8 октября 2018 года
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': ['1. Введение оперативных данных (обследования, ремонты, прочие работы) в ИУС Т 2 по группам оборудования: ЛЧ; ТТ; ОКЦ; ГРС; СПКЗ; ОЭ; ГПО;\r', '2. Оценка и мониторинг технического и коррозионного состояния объектов ЛЧ МГ (линейная часть МГ, подводные переходы, авто- ж/д переходы, взаимопересечения МГ, газопроводы-отводы);\r', '3. Оценка и мониторинг технического и коррозионного состояния объектов КС и ТТ КЦ;\r', '4. Расчет и анализ показателей надежности объектов ГТС по направлению деятельности, показателей техногенного риска эксплуатации объектов ГТС по направлению деятельности;\r', '5. Ведение накопительной базы данных дефектов, выявленных по результатам ВТД, требующих обследования и устранения;\r', '6. Первичная обработка результатов ВТД. Использование однолинейных диаграмм (формирование справок ТС МКУ);\r', '7. Подготовка данных о техническом состоянии (ТС) межкрановых участков, определяет показатели ТС для участков ВТД;\r', '8. Разработка нормативной документации по направлению диагностики объектов ЛЧ МГ и ТТ КЦ;\r', '9. Проверка качества, достоверности, полноты и непротиворечивости внесенных данных в ПК;\r', '10. Формирование предложений в Программу по группам оборудования ЛЧ, ТТ;\r', '11. Формирование, анализ и предоставление отчетности по результатам мониторинга выполнения КР объектов ЛЧ МГ;\r', '12. Подготовка предложения, обоснований по объектам ГТС к проведению ТОиР;\r', '13. Проверка, выполненных ЛПУ МГ, расчетов допустимого давления для МКУ необходимого для периода эксплуатации до устранения дефекта или сроков обследования дефектов в шурфах;\r', '14. Картография, оцифровка карт. Ведение пространственных данных по ЛЧ МГ и площадным объектам в ИУС Т2.'], 'Требования': ['1. Высшее (техническое) образование по специальностям в области эксплуатации магистральных нефтегазопроводов, энергетического оборудования или высшее (техническое) и дополнительное профессиональное образование (программы профессиональной переподготовки) в области эксплуатации магистральных нефтегазопроводов; \r', '2. Стаж работы в должности инженера 2 категории по направлению деятельности (в области строительства или эксплуатации и ремонта нефтегазопроводов, компрессорных станций или аналогичных производств) не менее 3-х лет.']}",Инженер 1 категории службы по управлению техническим состоянием и целостностью газотранспортной системы Инженерно-технического центра,https://www.gazpromvacancy.ru/job/inzhener-1-kategorii-sluzhby-po-upravleniju-tekhnicheskim-s/, 8 октября 2018 года
"Газпром трансгаз Югорск, ООО",2019-04-24,"{'Обязаности:': ['1. Формирование, анализ и представление в отдел главного сварщика (ОГС), инженерно – технический центр (ИТЦ) и органы Роспотребнадзора по установленным формам отчетность;\r', '2. Контроль своевременного и качественного проведения НК сварочно–монтажных и ремонтных работ силами персонала лаборатории на объектах Общества, подконтрольных Ростехнадзору, и теми видами контроля, на которые распространяется область аттестации и условия действия свидетельства об аттестации лаборатории;\r', '3. Разработка и внедрение мероприятий по повышению эффективности работ по НК и диагностике, надежности работы оборудования, по совершенствованию организации, внедрению передового опыта;\r', '4. Контроль лицензионной деятельности ЛККССиИ по эксплуатации радиационных источников, их транспортировке и хранению, а также соблюдение условий действия лицензии Федеральной Службы по экологическому, технологическому и атомному надзору России;\r', '5. Контроль соблюдения радиационной безопасности в ЛККССиИ;\r', '6. Учёт источников ионизирующего излучения (ИИИ) и контроль за их движением, контроль своевременного переоформления санитарных паспортов на стационарные и временные пункты хранения радиоактивных веществ, ведение исполнительной документации, лабораторных журналов и оформление результатов анализов и испытаний, их учет и хранение;\r', '7. Разработка технологических карт контроля, проверка качества снимков и правильности выданных заключений на сварные соединения;\r', '8. Анализ результатов контроля сварочно–монтажных работ в соответствии с требованиями нормативно–технической документации и участие в работах по повышению их качества.'], 'Требования': ['1. Высшее образование по профилю эксплуатации магистральных нефтегазопроводов (Нефтегазовое дело);\r', '2. Дополнительные профессиональные программы, программы повышения квалификации, программы профессиональной переподготовки, аттестация не ниже второго квалификационного уровня по визуальному, радиационному и (или) ультразвуковому виду неразрушающего контроля;\r', '3. Стаж работы на должностях специалистов в области диагностики ЛЧМГ не менее трех лет.']}",Заместитель начальника лаборатории контроля качества сварных соединений и изоляции,https://www.gazpromvacancy.ru/job/zamestitel-nachalnika-laboratorii-kontrolja-kachestva/, 8 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['1. Разработка и выполнение планов реализации (покупки) энергоресурсов и услуг;', '2. Проведение расчетов потребления энергоресурсов и услуг по договорам с абонентами;\r', '3.\xa0Проверка соответствия фактических объемов потребления энергоресурсов и услуг объемам, заявленных абонентами по договорам;', '4. Подготовка, заключение и сопровождение договоров реализации (покупки) энергоресурсов и услуг с контрагентами;', '5. Руководство деятельностью отдела сбыта и энергоконтроля.'], 'Требования': ['1. Высшее профессиональное (экономическое или инженерно-экономическое) образование;', '2. Стаж работы по специальности в области сбыта энергоресурсов не менее 5 лет.']}",Начальник отдела сбыта и энергоконтроля Уренгойского филиала,https://www.gazpromvacancy.ru/job/nachalnik-otdela-sbyta-i-ehnergokontrolja-urengoiskogo/, 8 октября 2018 года
"Газпром добыча шельф Южно-Сахалинск, ООО",2019-04-24,"{'Обязаности:': ['1. Общее руководство деятельностью Управления;', '2. Обеспечение процесса управления проектами по строительству объектов, техническому перевооружению, расширению действующих мощностей, реконструкции, осуществляемому за счет инвестиций ПАО «Газпром» и за счет собственных источников финансирования, арендованных и собственных основных фондов Общества, предназначенных для обеспечения выполнения производственных показателей Общества по добыче газа, газового конденсата;', '3. Контроль осуществления функции заказчика при строительстве, техническом перевооружении, реконструкции объектов, расширении действующих мощностей;', '4. Контроль корректности формирования технических заданий и технических требований;', '5. Обеспечение оформления установленной разрешительной документации на строительство, реконструкцию и техническое перевооружение. Контроль\xa0сроков действия выданных технических условий на присоединение инженерных коммуникаций;', '6. Организация управления строительством;', '7. Обеспечение процесса получения проектной и рабочей документации по вновь вводимым и реконструируемым объектам;', '8. Организация процесса разработки ПСД на объекты инвестиционного строительства, реконструкции и технического перевооружения;', '9. Подготовка необходимых документов для заключения экономически обоснованных и технически целесообразных проектов договоров подряда;', '10. Проверка правильности заполнения унифицированной формы №КС-2 «Акт о приемке выполненных работ»\xa0унифицированной формы №КС-3 «Справка о стоимости выполненных работ и затрат»\xa0по объектам, включенным в план Управления, а также проверяет и подписывает журнал учета выполненных работ по форме КС-6а.'], 'Требования': ['1. Высшее профессиональное образование (техническое);\r', '2. Опыт работы в строительстве на инженерно-технических и руководящих должностях не менее 5 лет;', '3. Знание компьютерных программ: SAP/R3, СЭД, Microsoft Office и др.;\r', '4. Готовность к переезду в г. Южно-Сахалинск (жилье не предоставляется).']}",Начальник управления капитального строительства,https://www.gazpromvacancy.ru/job/nachalnik-upravlenija-kapitalnogo-stroitelstva/, 8 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['Техническое обслуживание и ремонт устройств управления, сигнализации, блокировок, релейной защит и автоматики электрооборудования 0,4-110 кВ, высокочастотных каналов связи.'], 'Требования': ['1. Образование среднее специальное;\r', '2.\xa0Документ подтверждающий квалификацию\xa0электромонтера по ремонту РЗА;', '3. Опыт работы по профессии электромонтера по ремонту РЗА не менее 3 лет;', '4. IV группа до и выше 1000 В по электробезопасности;', '5. Умение работать со схемами;', '6. Знание программ Майкрософт Офис (Word, Visio, Exsel) и опыт работы на персональных компьютерах на уровне пользователя.']}",Электромонтер по ремонту аппаратуры РЗА пятого разряда Уренгойского филиала,https://www.gazpromvacancy.ru/job/ehlektromonter-po-remontu-apparatury-rza-pjatogo-razrjad/, 9 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['Техническое обслуживание и ремонт устройств управления, сигнализации, блокировок, релейной защит и автоматики электрооборудования 0,4-110 кВ, высокочастотных каналов связи.'], 'Требования': ['1. Образование среднее специальное;\r', '2.\xa0Документ подтверждающий квалификацию\xa0электромонтера по ремонту РЗА;', '3. Опыт работы по профессии электромонтера по ремонту РЗА не менее 3 лет;', '4. IV группа до и выше 1000 В по электробезопасности;', '5. Умение работать со схемами;', '6. Знание программ Майкрософт Офис (Word, Visio, Exsel) и опыт работы на персональных компьютерах на уровне пользователя.']}",Электромонтер по ремонту аппаратуры РЗА шестого разряда Уренгойского филиала,https://www.gazpromvacancy.ru/job/ehlektromonter-po-remontu-apparatury-rza-shestogo-razrja/, 9 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['1. Кладка стен средней сложности\xa0из кирпича\xa0и\xa0мелких блоков под штукатурку и с расшивкой швов по ходу кладки;\r', '2. Кладка простых стен с одновременной облицовкой;\r', '3. Кладка простых стен облегченных конструкций;', '4. Монтаж в каменных зданиях железобетонных балок, плит перекрытий\xa0и покрытий,\xa0перегородок, лестничных маршей,\xa0площадок, балконных\xa0плит, ступеней;', '5. Установка оконных и дверных балконных коробок и блоков, подоконных досок и плит;', '6. Кладка колодцев постоянного сечения и коллекторов\xa0прямоугольного сечения;', '7. Ремонт поверхностей кирпичных стен с выломкой негодных кирпичей\xa0и заделкой новым кирпичом с соблюдением перевязки швов со старой кладкой.'], 'Требования': ['1. Образование среднее (полное) общее;\r', '2.\xa0Документ, подтверждающий квалификацию каменщика пятого\xa0разряда.']}",Каменщик пятого разряда Уренгойского филиала,https://www.gazpromvacancy.ru/job/kamenshchik-pjatogo-razrjada-urengoiskogo-filiala/, 9 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['1. Простейшие, простые, средней сложности и сложные плотничные и опалубочные работы;', '2. Покрытие крыш простой, средней сложности формы рулонными (насухо) и штучными кровельными материалами;', '3. Изготовление и сборка рамных опор, изготовление, укладка и установка элементов конструкций мостов – стоек, подкосов, ригелей, прогонов, подкосных подушек, перил и противопожарных площадок;', '4. Устройство опалубки галерей, резервуаров, баков, бункеров, ригелей, высоких опор;', '5. Устройство каркасных стен, чистую обшивку стен и потолков;', '6. Установка оконных и дверных коробок, блоков и подоконных досок;', '7. Ремонт каркасных стен, полов и дощатой кровли.'], 'Требования': ['1. Образование среднее (полное) общее;\r', '2. Документ, подтверждающий квалификацию плотника четвертого\xa0разряда.']}",Плотник четвертого разряда Уренгойского филиала,https://www.gazpromvacancy.ru/job/plotnik-chetvertogo-razrjada-urengoiskogo-filiala/, 9 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['1. Строповка и увязка грузов средней сложности, включая лесных (3 м - 6 м), изделий, деталей и узлов с установкой их на станок, подмостья\xa0и на другие монтажные приспособления и механизмы, а также других аналогичных грузов массой свыше 25т для их подъема, перемещения и укладки;', '2. Строповка и укладка лесных грузов (длиною свыше 6 м) особо ответственных изделий, узлов машин и механизмов непосредственно при стапельной и секционной сборке и разборке, а также при сборке и разборке машин, аппаратов, конструкций сборных элементов зданий и сооружений и аналогичных сложных грузов массой\xa05 т - 50 т для их подъема, перемещения и укладки;', '3. Заплетка концов стропов;\r', '4.\xa0Выбор стропов в соответствии с массой и родом грузов.'], 'Требования': ['1. Образование среднее (полное) общее;\r', '2.\xa0Документ подтверждающий квалификацию\xa0стропальщика 5-го разряда.']}",Стропальщик пятого разряда Уренгойского филиала,https://www.gazpromvacancy.ru/job/stropalshchik-pjatogo-razrjada-urengoiskogo-filiala/, 9 октября 2018 года
"Газпром энерго, ООО",2019-04-24,"{'Обязаности:': ['1. Погрузка и выгрузка грузов;', '2. Применение простейших погрузочно-разгрузочных приспособлений;', '3. Укладка, крепление, укрытие грузов на складе;\r', '4.\xa0Применение и использование средств транспортировки.'], 'Требования': ['1. Образование среднее (полное) общее;\r', '2.\xa0Документ подтверждающий квалификацию транспортировщика четвертого\xa0разряда.']}",Транспортировщик четвертого разряда Уренгойского филиала,https://www.gazpromvacancy.ru/job/transportirovshchik-chetvertogo-razrjada-urengoiskogo-fil/, 9 октября 2018 года
"Газпром СПГ Санкт-Петербург, ООО",2019-04-24,"{'Обязаности:': ['1. Организация и выполнение работ, а также решение производственно-технических задач по сопровождению эксплуатации и техническому обслуживанию технических средств КИПиА, разработка графиков планово-предупредительного ремонта;', '2. Участие в индивидуальных испытаниях и комплексных опробованиях КИПиА систем и оборудования, контроль исполнения программ испытаний;', '3. Контроль исполнения проектных решений;', '4. Контроль технического состояния и безопасная эксплуатация оборудования, участие в расследовании причин его выхода из строя.'], 'Требования': ['1. Высшее техническое образование по направлению автоматизированных систем управления;', '2. Стаж работы по специальности не менее 5 лет;', '3. Знание принципов построения систем автоматизированного управления;', '4. Знание принципов действия и методов обслуживания современных приборов КИПиА;', '5. Опыт в сфере монтажа, наладки, эксплуатации и технического обслуживания КИПиА в энергетике и/или переработке углеводородного сырья как преимущество;', '6. Опыт ввода в эксплуатацию КИПиА электроустановок, теплоэнергоустановок, установок газопереработки, инженерных систем как преимущество;', '7. Опыт планирования технического обслуживания и ремонта оборудования.']}",Ведущий инженер КИПиА,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-kipia/,10 октября 2018 года
"Газпром СПГ Санкт-Петербург, ООО",2019-04-24,"{'Обязаности:': ['1. Организация эксплуатации электрооборудования ПС-110/10 кВ, ТП-10/0,4, электродвигателей до и выше 1000 В, ВЛ и КЛ до и выше 1000 В, ЧРП, УПП, систем освещения промышленного объекта;', '2. Выполнение обязанностей ответственного за электрохозяйство;', '3. Разработка и ведение эксплуатационной документации;', '4. Рассмотрение проектной и технической документации.'], 'Требования': ['1. Высшее техническое образование;', '2. Стаж работы по специальности не менее 3 лет;', '3. Наличие опыта работы в области эксплуатации и обслуживания электрооборудования ПС-110/10 кВ, электродвигателей до и выше 1000 В, ТП-10/0,4 кВ, ЧРП, УПП, КЛ и ВЛ до и выше 1000 кВ, систем освещения на промышленных объектах;', '4. Наличие опыта работы с импортным оборудованием Schneider Electric, Siemens, ABB, Benning, Cummins (желательно).']}",Ведущий инженер-энергетик,https://www.gazpromvacancy.ru/job/vedushchii-inzhener-ehnergetik/,10 октября 2018 года
"Газпром СПГ Санкт-Петербург, ООО",2019-04-24,"{'Обязаности:': ['1. Организация работы сотрудников лаборатории;', '2. Оформление технической документации (сопроводительные документы, журналы контроля качества, журнал несоответствия);', '3. Контроль качества проводимых лабораторных исследований;', '4. Организация и поведение испытаний оборудования;', '5. Разработка инструкций по технологии проведения контроля в соответствии с требованиями стандартов;', '6. Участие в составлении актов и заключений по техническому диагностированию;', '7. Подготовка документов для прохождения аттестации и аккредитации лаборатории;', '8. Организация проведения диагностики и неразрушающего контроля;', '9. Обеспечение учета, хранения и выдачи оборудования и материалов лаборатории;', '10. Организация четкого ведения лабораторных журналов и своевременного оформления результатов неразрушающего контроля, оформления документов лаборатории;', '11. Осуществление контроля\xa0выполнения требований нормативных документов при проведении неразрушающего контроля.'], 'Требования': ['1. Высшее техническое образование (высшее техническое образование в нефтегазовой отрасли будет являться преимуществом);', '2. Опыт работы с оборудованием в сфере неразрушающих методов контроля на инженерно-технических должностях;', '3. Наличие документов, подтверждающих аттестацию в соответствии с правилами ПБ 03-440-03 будет являться преимуществом;', '4. Знание нормативно-технической документации по методам неразрушающего контроля;', '5. Знание оборудования лаборатории, принципов его работы, правил эксплуатации и хранения;', '6. Опыт подготовки документов для прохождения аттестации и аккредитации лаборатории;', '7. Опыт прохождения аттестации и аккредитации лаборатории.']}",Заместитель начальника лаборатории надзора за техническим состоянием и эксплуатацией оборудования,https://www.gazpromvacancy.ru/job/zamestitel-nachalnika-laboratorii-nadzora-za-tekhnich/,10 октября 2018 года
"Газпром СПГ Санкт-Петербург, ООО",2019-04-24,"{'Обязаности:': ['1. Оперативное управление работой водогрейных котлов с автоматическими горелками, обеспечение\xa0бесперебойной работы оборудования котельной, контроль\xa0визуальный и по температуре отходящих газов правильности сгорания топлива;', '2. Пуск, остановка и переключение котлов в схемах теплопроводов;', '3. При нарушениях в работе котельной, оперативное определение\xa0причин возникновения неисправностей и принятие\xa0мер по восстановлению её работоспособности;', '4. При необходимости пуск и остановка ГРУ (ГРПШ);', '5. Проверка исправности систем контроля загазованности воздушной среды, аварийной и охранной сигнализации;', '6. Контроль\xa0работы установки химводоподготовки (ХВП), пополнение\xa0реагентами расходных емкостей, выполнение\xa0отбора анализов подготовленной воды;', '7. Участие\xa0в планово-предупредительных и аварийных ремонтах котлоагрегатов и другого теплотехнического оборудования котельной, ревизиях и испытаниях устройств безопасности, приборов контроля рабочих параметров.'], 'Требования': ['1. Среднего профессиональное образование;', '2. Опыт работ по специальности не менее 1-го года.']}",Оператор котельной,https://www.gazpromvacancy.ru/job/operator-kotelnoi/,10 октября 2018 года
